sent0,hard_neg
"Α κατάλαβα. Λοιπόν, μου αρέσει η ατμόσφαιρα",I do not like the negative energy this place gives off.
"bir çocuğum var, onsekiz aylık küçük bir kız",I have many children.
Der zweite aus ihrem Wurf war ein Männchen und er hatte ein Zahnproblem,She didny have any puppies.
"о, оттам ли говорите",You are not calling from there.
"मैं ईमानदारी से नहीं जानता क्युंकी मुझे अभी तक इतने सारे कपड़े पहनने नहीं पडे हैं, ईमानदारी से, तुम्हें पता है।",I wear dress clothes all the time.
êtes-vous allé dans des musées en Europe,Did you visit any museums in Canada?
"allí vas bien, ¿sabes qué piensa de tu camiseta y yo?",What does your sister think about your dress?
"ähm, nicht einmal Aluminiumguss, sondern nur Aluminium",They were made out of pure copper.
và nó vẫn làm tôi sợ,It didn't scare me.
और फिर मैं  दूसरी बात शायद यह देखना चाहूंगा कि वे क्या वहन कर सकते हैं,I don't care about what they can afford.
tôi không nhớ nó có vẻ như nó đã làm nhưng nó có thể không tôi đoán tôi đoán,My memory is crystal clear of what happened that night.
με την τηλεόρασή σου και αισθάνεσαι ότι μια σωστή τιμωρία για την κλοπή τηλεόρασης είναι ο θάνατος,You think the best option for tv theft is too just let them go.
海滩很漂亮，那真的是一个很好的去处，所以这可能是我最喜欢去的地方之一,The best place to go in my opinion is to camp out in the woods.
Werfen Sie eine Coke-Anzeige hinein,Do not put any ads up.
"Ну, в общем, давайте я проверю, что вы думаете, что может пять дней ожидания огнестрельного оружия и всё такое будет легально.",What about having them just wait five minutes outside before being handed a permit?
"¡Vaya! cuando tenía un Cocker Spaniel, era un perro en el aire libre y creo que me gustaba más ¡vaya!",I much rather a lazy indoor dog than an active one that would want to be outdoors all day long.
"предположительно через семь дней они будут знакомиться с нашей историей, чтобы убедиться, что вы не бывший заключённый и у вас нет",The background check will take over a month.
كنت أعرف أنني أفضل كثيرا الصعود على متن طائرة والوصول إلى هناك ومن ثم استمتع بنفسي,I would never fly.
کچھ ماہ قبل جب ان کی چھ رکنی جیوری تھی، میں نے سوچا کہ وہ، آپ سمجھ سکتے ہیں، ان میں ہمیشہ بارہ بارہ آزمائے ہوئے اور تجربہ کار مرد ہوتے ہیں,The jury is always 13 people.
"Tüm kredi birliği CEO'ları ve bunun gibi insanlar, kredi sendikaları ile neler olup bittiğine bağlı kalıyorlardı.",She didn't care at all about credit unions.
أنا أعرف كل شخص أعني أن الجميع مشغول دائمًا وقلق وكثير من المشاكل فالناس لا تجلس فحسب وأنت تعرف مجرد الكلام ومعرفة أن كل شيء سيكون بخير,All I see are people sitting and talking about their problems.
ไบรอันในพลาโน เท็กซัส วันนี้คุณเป็นอย่างไรบ้าง,How are you Mary?
bu yüzden um-hum kaos dışında iyi bir şey getirmez,It is very calm and doesn't cause any problems.
是的这就是我今天做的事，我去看了变形黑侠，你看过了吗？我还没有，我想我今晚会看,I have already seen Darkman about 4 times.
oh tanrım bir İngiliz yetişkiniydim bu yüzden okumayı severim,I was an English major that led me to poverty which is why I cannot stand to touch a single novel.
"và ừ chúa ơi còn nhớ trong tâm trí của tôi, ông đã trả một ngàn tám trăm đô la cho một con vẹt và đó quả là choáng váng",He stole the parrot.
ve sen azınlıksın ve onunla sıkıştın ama ah,You are not a minority.
"това вероятно е повече защото просто харесвам репортажа, тъй като нямам време да чета вестник",I take at least an hour a day to read the paper just so I dont have to watch it.
kendileri ve şarkılarının bir kısmını beğendim ama genel bir kural olarak kabul ettiğim gibi rap'i seçmeyeceğim,I love rap but their songs are horrible.
ικανοποίηση από τα πράγματα που έχω ακούσει,I have heard nothing but complaints to be honest.
sabes que es fácil decir bueno construiremos un agujero de cemento y no pasará nada y después dirán bueno la única manera de probarlo es durante un largo periodo así que,"Time is not needed when building something out of concrete, it dries quick and can be tested right away."
不，不必，嗯，帮你处理X数量美元的人在房子里,They never use in house people to assist you.
呃，他从中振作起来，呃，他可能说自己是百分之九十五,He never snapped out of it.
那么这是一个问题，你购物的时候会有什么标准呢？,There is no problem.
seninle konuşmak güzeldi,Talking to you has been very annoying.
ha anladım eyalet bunu istemiyor yani bu bir çeşit bu aslında bu aslında olağan dışı değil mi,That makes sense that the state requires it.
о да есть места куда хорошо приходит доставка через UPS или другие службы но,They will only use FedEx.
अच्छी तरह से मुझे नहीं लगता कि वह नहीं सोचता कि वह ऐसा करना चाहता है लेकिन वह निश्चित रूप से एक बड़े राजनेता या जो कुछ भी होगा वह बनेगा,I know he would love to do that!
khi họ được thông qua hoặc một cái gì đó tôi đã không hoàn toàn hiểu nó,I understand it very well.
نعم لدي ولدين اثني عشر وستة عشر,I have two boys that are both in their twenties.
